4000,352,624
3871,2669,121
4554,1428,157
2000,1006,42
4064,66,81
2000,2173,96
2000,2014,124
2000,390,58
3478,2666,77
960,992,37
2828,1253,71
4407,1646,80
3406,1902,69
322,2152,47
2936,419,138
2000,2926,94
3276,774,87
3042,2524,165
363,1760,43
3530,2153,74
2000,2567,76
3408,2462,70
1403,813,62
2000,906,150
1706,501,38
3699,1610,151
492,799,34
2833,960,60
693,1665,43
2000,2154,110
197,549,33
3277,103,84
801,1065,41
3475,2024,172
380,1798,33
431,2280,45
1559,1262,110
3175,893,68
3522,2467,66
2000,1478,64
1986,1448,77
1358,304,79
189,2918,33
3683,2075,115
4425,1858,116
2000,2835,84
1417,682,47
454,844,59
204,2700,78
866,2517,62
3492,731,74
2808,828,104
3234,2526,75
4186,1865,103
416,621,32
1655,602,57
419,1003,38
4616,2188,143
4181,2342,101
1370,1387,44
3005,1446,115
1699,1049,63
3564,2159,111
2197,2040,78
4070,1105,113
696,858,42
2761,1823,93
1699,1891,92
746,736,56
900,1350,55
403,1837,33
1048,2715,89
4485,1826,128
633,411,29
2012,926,92
2834,91,33
764,607,31
3830,2856,187
4795,1092,74
4736,134,95
2773,605,135
383,1059,59
1999,1307,51
2497,256,48
1260,776,67
2039,2816,61
878,1547,53
2268,801,71
2000,2744,62
174,432,31
4513,1537,86
1877,2431,51
1557,2084,51
2000,2563,82
1757,2891,94
4560,305,117
985,205,30
1106,647,78
3112,2447,119
3975,2412,96
888,1121,49
2000,623,78
4920,1004,221
173,1964,34
3618,1769,108
719,2745,60
2430,355,52
2041,608,49
4472,1354,79
1785,2449,95
3979,356,73
4168,1387,255
3630,135,98
918,337,36
615,559,38
2000,23,54
2044,1879,138
1914,662,54
1148,1657,62
1824,2279,82
4519,2529,206
4385,1378,124
2779,2262,110
495,444,31
4382,1788,149
2387,2892,101
2116,2836,66
2701,2389,85
997,1636,53
216,1590,30
2806,2930,141
558,2326,48
3303,603,89
3482,361,79
1386,905,53
465,1732,44
1104,1117,65
3598,1955,126
4542,1614,78
2586,1260,135
871,1310,66
2630,1072,134
4049,2323,231
2258,2765,119
1946,2591,52
2231,540,84
2000,307,48
4235,2601,154
2890,794,99
930,848,65
862,480,88
4589,2343,169
3413,1574,111
1208,1440,125
4253,1005,83
4754,652,63
1737,343,69
719,1743,53
2254,540,56
2376,378,46
2441,2046,174
3712,2097,147
