1952,216
1282,71
2043,118
2256,72
1688,69
427,108
2631,51
2640,120
1746,64
1645,80
233,52
1500,116
2658,118
1239,169
1625,125
445,80
2375,155
1539,110
83,48
1612,95
2442,112
1377,115
1919,74
1576,50
2292,80
1734,140
527,57
1265,127
319,56
6,32
1618,119
96,58
509,58
2791,141
1124,94
2136,69
1176,74
1740,71
2791,137
1108,112
1279,61
36,36
370,45
816,90
2727,72
1634,86
299,85
978,135
2557,102
97,55
2195,68
511,51
2892,90
2085,73
1904,71
1227,52
483,47
1398,74
1262,62
947,71
1237,88
1656,76
1691,76
961,83
2845,93
1769,91
1081,109
1352,111
634,68
206,40
1224,93
2221,75
967,96
916,89
2617,80
1926,98
1121,69
2953,115
2378,90
329,68
925,45
950,86
642,61
1634,74
1878,89
2165,72
4,55
1425,75
1204,93
164,64
604,85
613,38
434,55
2960,144
2449,66
2438,117
1397,132
916,50
825,53
1454,54
966,109
2347,125
37,51
2477,118
1180,113
1255,126
190,42
2197,121
512,56
2358,106
1097,52
988,91
2819,109
1388,84
